ID,CATEGORY,TYPE,VARIETY_1,VARIETY_2,STATE_1,STATE_2,LUTO,UOM,PRICE,PRICE_2
PROMO_0002,PROMO,SET B,,,,,,SERVE,"₱2,499.00",
PROMO_0003,PROMO,SET C,,,,,,SERVE,"₱2,999.00",
PROMO_0004,PROMO,SET D,,,,,,SERVE,"₱3,999.00",
SHORT_ORDERS_0001,SHORT ORDERS,SIZZLING PORK SISIG,,,,,,SERVE,₱465.00,
SHORT_ORDERS_0002,SHORT ORDERS,SHIRMP TEMPURA,,,,,,SERVE,₱455.00,
SHORT_ORDERS_0003,SHORT ORDERS,CHOPSUEY,,,,,,SERVE,₱350.00,
SHORT_ORDERS_0004,SHORT ORDERS,BIHON GUISADO,,,,,,SERVE,₱300.00,
SHORT_ORDERS_0005,SHORT ORDERS,CANTON GUISADO,,,,,,SERVE,₱310.00,
SHORT_ORDERS_0006,SHORT ORDERS,SOTANGHON GUISADO,,,,,,SERVE,₱330.00,
SHORT_ORDERS_0007,SHORT ORDERS,PORK SISIG,,,,,,SERVE,₱330.00,
SHORT_ORDERS_0008,SHORT ORDERS,KIMCHI,,,,,,SERVE,₱100.00,
SHORT_ORDERS_0009,SHORT ORDERS,ATSARA,,,,,,SERVE,₱90.00,
SHORT_ORDERS_0010,SHORT ORDERS,STIR FRY KANGKONG,,,,,,SERVE,₱180.00,
SHORT_ORDERS_0011,SHORT ORDERS,SIZZLING GAMBAS AL AJILLO,,,,,,SERVE,₱340.00,
SHORT_ORDERS_0012,SHORT ORDERS,TEMPURA,,,,,,SERVE,₱360.00,
SHORT_ORDERS_0013,SHORT ORDERS,ENSALADANG TALONG,,,,,,SERVE,₱190.00,
SHORT_ORDERS_0014,SHORT ORDERS,SHANGHAI ROLLS,,,,,,SERVE,₱210.00,
SHORT_ORDERS_0015,SHORT ORDERS,STUFFED SHRIMP ROLLS,,,,,,SERVE,₱270.00,
SHORT_ORDERS_0016,SHORT ORDERS,FISH LUMPIA,,,,,,SERVE,₱190.00,
SHORT_ORDERS_0017,SHORT ORDERS,PINAKBET,,,,,,SERVE,₱290.00,
